22.6537 1.5 274.03 24576.1 23.6343 0 13.2687
21.2897 1.5 171.728 15028 20.2243 1 6.44854
21.0048 1.5 150.358 13033.4 19.5119 1 5.02384
21.9877 1.5 224.081 19914.2 21.9694 0 9.93874
21.194 1.5 164.551 14358.1 19.985 1 5.97006
22.3847 1.5 253.853 22693 22.9618 0 11.9236
22.2501 1.5 243.759 21750.9 22.6253 0 11.2506
22.51 1.5 263.246 23569.7 23.2749 0 12.5498
21.9236 1.5 219.27 19465.2 21.809 0 9.61797
22.5549 1.5 266.62 23884.5 23.3873 0 12.7747
22.5032 1.5 262.738 23522.2 23.2579 0 12.5159
22.9525 1.5 296.44 26667.8 24.3813 0 14.7627
21.3559 1.5 176.694 15491.4 20.3898 1 6.7796
21.8991 1.5 217.433 19293.7 21.7478 0 9.49552
22.6708 1.5 275.313 24695.9 23.6771 0 13.3542
22.1523 1.5 236.426 21066.4 22.3809 0 10.7617
21.7996 1.5 209.968 18597 21.4989 0 8.99789
22.5836 1.5 268.769 24085.1 23.459 0 12.9179
21.984 1.5 223.802 19888.1 21.9601 0 9.9201
22.0849 1.5 231.368 20594.4 22.2123 0 10.4246
22.4786 1.5 260.894 23350.1 23.1965 0 12.393
21.2503 1.5 168.771 14751.9 20.1257 1 6.25137
21.2579 1.5 169.343 14805.3 20.1448 1 6.28952
22.5315 1.5 264.859 23720.2 23.3286 0 12.6573
21.8848 1.5 216.36 19193.6 21.712 0 9.42397
21.4165 1.5 181.24 15915.7 20.5413 1 7.08265
22.7755 1.5 283.166 25428.8 23.9389 0 13.8777
21.6788 1.5 200.913 17751.9 21.1971 0 8.39419
22.6763 1.5 275.719 24733.8 23.6906 0 13.3813
22.8485 1.5 288.641 25939.8 24.1214 0 14.2427
22.5961 1.5 269.704 24172.4 23.4901 0 12.9803
21.6337 1.5 197.526 17435.8 21.0842 1 8.16842
21.9992 1.5 224.94 19994.4 21.998 0 9.99603
21.2703 1.5 170.273 14892.2 20.1758 1 6.35156
21.9085 1.5 218.141 19359.8 21.7714 0 9.54274
22.0933 1.5 232.001 20653.4 22.2334 0 10.4667
22.7633 1.5 282.248 25343.2 23.9083 0 13.8166
22.452 1.5 258.899 23163.9 23.13 0 12.2599
21.6929 1.5 201.965 17850.1 21.2322 0 8.46433
22.9089 1.5 293.166 26362.1 24.2722 0 14.5444
22.1955 1.5 239.66 21368.2 22.4887 0 10.9773
21.3602 1.5 177.018 15521.7 20.4006 1 6.80123
21.6997 1.5 202.48 17898.1 21.2493 0 8.49867
22.5219 1.5 264.144 23653.5 23.3048 0 12.6096
22.0279 1.5 227.089 20195 22.0696 0 10.1393
22.7053 1.5 277.897 24937.1 23.7632 0 13.5265
21.7194 1.5 203.956 18035.9 21.2985 0 8.59704
22.5288 1.5 264.659 23701.5 23.322 0 12.6439
21.4077 1.5 180.578 15854 20.5193 1 7.03856
21.9202 1.5 219.017 19441.6 21.8006 0 9.60112
21.4398 1.5 182.988 16078.8 20.5996 1 7.19918
21.7909 1.5 209.316 18536.1 21.4772 0 8.95438
21.2808 1.5 171.059 14965.5 20.202 1 6.4039
22.4696 1.5 260.221 23287.3 23.174 0 12.3481
22.1707 1.5 237.801 21194.8 22.4267 0 10.8534
22.6821 1.5 276.161 24775 23.7054 0 13.4107
22.5346 1.5 265.094 23742.1 23.3365 0 12.6729
22.9793 1.5 298.444 26854.8 24.4481 0 14.8963
22.828 1.5 287.098 25795.8 24.0699 0 14.1398
22.8463 1.5 288.472 25924.1 24.1157 0 14.2315
22.7507 1.5 281.303 25254.9 23.8768 0 13.7535
22.5809 1.5 268.571 24066.6 23.4524 0 12.9047
22.7796 1.5 283.467 25456.9 23.9489 0 13.8978
21.7079 1.5 203.09 17955.1 21.2697 0 8.53935
